Date,Close,Open,High,Low,Order matchings,% Change
29-07-15,25210,25133,26212,25056,341.13K,3.48%
30-07-15,25210,24747,25210,24593,211.50K,0.00%
31-07-15,25287,24979,25750,24825,229.93K,0.31%
03-08-15,24979,24825,25287,24825,170.05K,-1.22%
04-08-15,25904,24979,25904,24825,260.42K,3.70%
05-08-15,26212,25904,26598,25904,132.90K,1.19%
06-08-15,25904,26212,26366,25673,83.24K,-1.18%
07-08-15,25981,25673,26444,25673,76.20K,0.30%
10-08-15,26366,25827,26444,25827,103.40K,1.48%
11-08-15,26135,26598,26598,26135,114.03K,-0.88%
12-08-15,25750,26058,26135,25287,227.25K,-1.47%
13-08-15,25750,25441,25750,24902,156.80K,0.00%
14-08-15,25518,25441,25596,25287,76.95K,-0.90%
17-08-15,25056,25518,25596,25056,122.00K,-1.81%
18-08-15,25596,25364,25596,25056,86.54K,2.16%
19-08-15,25287,25596,25596,25133,85.91K,-1.21%
20-08-15,25518,25287,26212,25287,111.90K,0.91%
21-08-15,25673,25518,25750,25056,103.03K,0.61%
24-08-15,24362,25518,25518,23591,136.17K,-5.11%
25-08-15,24439,23899,24902,23822,214.81K,0.32%
26-08-15,25441,24516,25596,24516,112.71K,4.10%
27-08-15,25441,25056,25518,25056,36.02K,0.00%
28-08-15,25364,25364,25518,25056,79.00K,-0.30%
31-08-15,24979,25364,25364,24747,76.40K,-1.52%
01-09-15,24670,24979,24979,24516,114.30K,-1.24%
03-09-15,24439,24439,24825,23977,105.54K,-0.94%
04-09-15,24439,24670,24670,24439,26.60K,0.00%
07-09-15,24439,24285,24439,24131,25.30K,0.00%
08-09-15,24362,24285,24439,24208,169.48K,-0.32%
09-09-15,24825,24054,24979,23899,114.06K,1.90%
10-09-15,24747,24439,24825,24439,19.60K,-0.31%
11-09-15,25056,24747,25364,24670,61.94K,1.25%
14-09-15,24516,24747,24902,24516,30.70K,-2.16%
15-09-15,24439,23899,24593,23899,56.78K,-0.31%
16-09-15,24593,24516,24593,24439,42.95K,0.63%
17-09-15,24747,24593,24747,24593,52.92K,0.63%
18-09-15,24979,25056,25133,24902,111.36K,0.94%
21-09-15,25056,24825,25056,24670,35.70K,0.31%
22-09-15,24902,25133,25210,24902,51.26K,-0.61%
23-09-15,24747,24747,24825,24516,110.75K,-0.62%
24-09-15,25673,24747,25673,24516,253.14K,3.74%
25-09-15,26289,25518,26366,25364,184.67K,2.40%
28-09-15,26212,26366,26521,26135,173.36K,-0.29%
29-09-15,25750,25981,26135,25596,104.70K,-1.76%
30-09-15,26598,25827,26983,25827,204.83K,3.29%
01-10-15,27754,26983,27754,26906,354.67K,4.35%
02-10-15,27831,27908,28294,27831,219.66K,0.28%
05-10-15,27600,27831,27831,27214,95.18K,-0.83%
06-10-15,27831,27677,28371,27600,225.75K,0.84%
07-10-15,27369,27831,27831,27214,213.31K,-1.66%
08-10-15,27754,27137,27754,27137,91.45K,1.41%
09-10-15,26598,27369,27369,26366,794.08K,-4.17%
12-10-15,26598,26598,26983,26212,132.30K,0.00%
13-10-15,27137,26598,27137,26598,111.12K,2.03%
14-10-15,26598,27137,27137,26521,106.13K,-1.99%
15-10-15,26675,26675,26752,26521,47.23K,0.29%
16-10-15,26906,26675,27600,26675,133.85K,0.87%
19-10-15,27369,26983,27523,26983,182.65K,1.72%
20-10-15,27985,27369,28294,27369,276.97K,2.25%
21-10-15,27754,28525,28525,27446,110.70K,-0.83%
22-10-15,27831,27754,28217,27677,208.95K,0.28%
23-10-15,27831,28140,28140,27600,103.80K,0.00%
26-10-15,28525,27754,29604,27754,389.34K,2.49%
27-10-15,29682,28679,30298,28679,407.05K,4.06%
28-10-15,29142,29836,30221,29142,210.54K,-1.82%
29-10-15,30607,30067,30761,30067,456.69K,5.03%
30-10-15,30221,30838,31378,30221,159.29K,-1.26%
02-11-15,28140,30144,30144,28140,461.31K,-6.89%
03-11-15,28217,28140,28833,27754,338.89K,0.27%
04-11-15,28140,28448,28756,28063,221.70K,-0.27%
05-11-15,27831,27908,28140,27754,170.96K,-1.10%
06-11-15,27137,27831,28063,27137,201.05K,-2.49%
09-11-15,27214,26983,27523,26983,137.62K,0.28%
10-11-15,27214,27137,27369,27060,82.51K,0.00%
11-11-15,27369,27214,27600,27214,139.92K,0.57%
12-11-15,27600,27369,27600,27292,103.25K,0.84%
13-11-15,28911,27754,28911,27754,276.40K,4.75%
16-11-15,28833,28602,29065,28525,132.20K,-0.27%
17-11-15,28911,28833,28911,28679,105.24K,0.27%
18-11-15,28756,28833,28833,28525,136.68K,-0.54%
19-11-15,29296,28602,29604,28602,175.92K,1.88%
20-11-15,29450,29296,29604,29219,84.27K,0.53%
23-11-15,28911,29604,29682,28911,104.92K,-1.83%
24-11-15,28911,28911,29219,28833,138.94K,0.00%
25-11-15,29450,28911,29527,28833,115.15K,1.86%
26-11-15,29450,29604,29682,29296,71.71K,0.00%
27-11-15,29990,29604,30144,29604,334.51K,1.83%
30-11-15,29682,30067,30067,29527,147.96K,-1.03%
01-12-15,29913,29604,29913,29604,42.30K,0.78%
02-12-15,29990,29913,30067,29759,67.41K,0.26%
03-12-15,30067,30221,30375,29836,144.33K,0.26%
04-12-15,29990,30067,30067,29682,35.96K,-0.26%
07-12-15,29990,29990,30221,29836,52.73K,0.00%
08-12-15,29913,29682,30221,29527,101.41K,-0.26%
09-12-15,30530,30067,31223,29913,341.90K,2.06%
10-12-15,29682,29990,30684,29682,85.90K,-2.78%
11-12-15,29932,31354,31354,29514,63.48K,0.84%
14-12-15,30183,29932,30183,29514,138.90K,0.84%
15-12-15,30267,29682,30434,29682,88.22K,0.28%
16-12-15,30685,30350,30768,30267,111.21K,1.38%
17-12-15,30267,30518,30768,30267,128.58K,-1.36%
18-12-15,30183,30267,30434,30183,75.78K,-0.28%
21-12-15,29347,30434,30434,29347,71.43K,-2.77%
22-12-15,29180,29932,29932,29096,48.75K,-0.57%
23-12-15,28678,29013,29180,28511,52.47K,-1.72%
24-12-15,28678,28762,29096,28678,35.50K,0.00%
25-12-15,28929,28762,28929,28678,30.72K,0.88%
28-12-15,29013,28845,29013,28678,27.34K,0.29%
29-12-15,28929,28845,28929,28762,45.70K,-0.29%
30-12-15,29849,28762,30016,28762,95.53K,3.18%
31-12-15,30183,29849,30434,29849,103.83K,1.12%
04-01-16,29849,30183,30434,29682,71.50K,-1.11%
05-01-16,30350,29849,30434,29682,170.73K,1.68%
06-01-16,31939,30434,31939,30434,363.28K,5.24%
07-01-16,32106,31939,32357,31354,340.48K,0.52%
08-01-16,32106,31855,32273,31772,90.99K,0.00%
11-01-16,32023,33110,33444,31939,59.66K,-0.26%
12-01-16,31939,31939,31939,31605,78.74K,-0.26%
13-01-16,32023,31939,32273,31772,167.80K,0.26%
14-01-16,31855,31772,31939,31521,134.01K,-0.52%
15-01-16,31605,31772,32441,31605,58.19K,-0.78%
18-01-16,31354,31605,31605,30852,109.68K,-0.79%
19-01-16,31688,31354,32106,31354,57.00K,1.07%
20-01-16,31521,31855,31855,31437,117.80K,-0.53%
21-01-16,31521,31354,31605,31270,36.30K,0.00%
22-01-16,31688,31437,31688,30936,68.25K,0.53%
25-01-16,31605,31688,31772,31019,98.55K,-0.26%
26-01-16,31019,31521,31521,30936,56.60K,-1.85%
27-01-16,31187,31354,31354,31019,48.99K,0.54%
28-01-16,30434,30936,31103,30434,53.69K,-2.41%
29-01-16,29932,30183,30267,29765,217.15K,-1.65%
01-02-16,29932,29932,29932,29598,54.68K,0.00%
02-02-16,30350,30100,30350,30100,33.38K,1.40%
03-02-16,30267,30100,30350,30100,115.70K,-0.27%
04-02-16,30183,30267,30518,30016,46.40K,-0.28%
05-02-16,30685,30434,30685,30267,25.25K,1.66%
15-02-16,29932,30518,30518,29932,93.65K,-2.45%
16-02-16,29263,30100,30100,29096,259.28K,-2.24%
17-02-16,27842,29431,29431,27591,415.92K,-4.86%
18-02-16,28009,27758,28678,27758,186.09K,0.60%
19-02-16,27675,28009,28009,27591,175.96K,-1.19%
22-02-16,27926,27675,28427,27675,173.40K,0.91%
23-02-16,27926,28177,28177,27842,48.10K,0.00%
24-02-16,27758,27842,28009,27758,66.43K,-0.60%
25-02-16,28009,27675,28511,27675,169.80K,0.90%
26-02-16,27842,28009,28177,27842,29.50K,-0.60%
29-02-16,28427,27842,28427,27842,128.10K,2.10%
01-03-16,28177,28427,28427,28177,70.22K,-0.88%
02-03-16,27675,28260,28260,27675,236.92K,-1.78%
03-03-16,27842,27591,27842,27257,127.52K,0.60%
04-03-16,28009,27842,28009,27591,56.52K,0.60%
07-03-16,27591,28009,28093,27591,101.10K,-1.49%
08-03-16,27675,27591,27926,27424,60.90K,0.30%
09-03-16,27508,27675,27675,27424,114.55K,-0.60%
10-03-16,27424,27591,27675,27340,100.00K,-0.31%
11-03-16,27424,27508,27842,27340,75.52K,0.00%
14-03-16,27424,27675,27758,27424,55.42K,0.00%
15-03-16,27758,27424,28093,27424,153.21K,1.22%
16-03-16,28009,27926,28260,27758,179.07K,0.90%
17-03-16,27675,27926,28009,27591,126.83K,-1.19%
18-03-16,27758,27842,27926,27591,51.80K,0.30%
21-03-16,27508,27173,27758,27173,90.90K,-0.90%
22-03-16,27508,27508,27591,27424,79.44K,0.00%
23-03-16,27591,27508,27675,27508,67.47K,0.30%
24-03-16,27257,27591,27758,27257,158.10K,-1.21%
25-03-16,26755,27257,27257,26755,166.63K,-1.84%
28-03-16,27257,26755,27340,26672,35.05K,1.88%
29-03-16,26421,27006,27173,26421,140.70K,-3.07%
30-03-16,26421,26421,27006,26421,83.76K,0.00%
31-03-16,26337,26504,26672,26337,104.67K,-0.32%
01-04-16,25585,26337,26504,25334,186.51K,-2.86%
04-04-16,25585,25167,25585,25167,140.55K,0.00%
05-04-16,26337,25585,26337,25585,69.03K,2.94%
06-04-16,26504,26421,26588,26254,118.49K,0.63%
07-04-16,26254,26588,26588,26086,148.65K,-0.94%
08-04-16,26337,26254,26588,26170,31.00K,0.32%
11-04-16,26588,26755,26755,26337,24.56K,0.95%
12-04-16,26337,26588,26588,26086,33.21K,-0.94%
13-04-16,26254,26086,26337,26086,26.17K,-0.32%
14-04-16,26170,26337,26672,25501,119.38K,-0.32%
15-04-16,25835,25919,26003,25501,93.15K,-1.28%
19-04-16,24832,25668,25668,24749,140.25K,-3.88%
20-04-16,24247,24832,24832,24080,201.49K,-2.36%
21-04-16,24247,24247,24498,24247,51.65K,0.00%
22-04-16,24832,24330,24832,24247,45.77K,2.41%
25-04-16,24247,24330,24581,24247,178.07K,-2.36%
26-04-16,24247,24330,24330,24080,72.50K,0.00%
27-04-16,24330,24330,24999,24330,22.30K,0.34%
28-04-16,24247,24330,24330,24247,38.48K,-0.34%
29-04-16,24247,24247,24247,24247,66.56K,0.00%
04-05-16,24163,24247,24247,23745,115.93K,-0.35%
05-05-16,23912,24247,24247,23829,13.14K,-1.04%
06-05-16,24163,23912,24330,23912,68.23K,1.05%
09-05-16,24163,24163,24247,24163,44.51K,0.00%
10-05-16,24080,24163,24247,24080,74.08K,-0.34%
11-05-16,24080,24163,24163,23996,15.95K,0.00%
12-05-16,23996,24080,24080,23996,9.73K,-0.35%
13-05-16,24330,23996,24414,23829,231.80K,1.39%
16-05-16,24330,24163,24330,24080,5.94K,0.00%
17-05-16,25752,24247,25835,24247,248.34K,5.84%
18-05-16,25919,25752,26337,25752,149.40K,0.65%
19-05-16,25919,25919,25919,25167,202.07K,0.00%
20-05-16,25919,26170,26170,25919,17.60K,0.00%
23-05-16,25919,25585,25919,25585,49.52K,0.00%
24-05-16,25919,25919,26003,25835,57.20K,0.00%
25-05-16,25919,25919,25919,25919,26.51K,0.00%
26-05-16,26003,25919,26003,25919,38.19K,0.32%
27-05-16,25919,25919,26003,25919,129.70K,-0.32%
30-05-16,26421,25919,26504,25919,38.49K,1.94%
31-05-16,26755,26588,26755,26421,134.99K,1.26%
01-06-16,26421,26755,26755,26421,3.94K,-1.25%
02-06-16,26086,26588,26755,25083,37.57K,-1.27%
03-06-16,26086,26086,26086,26086,0.20K,0.00%
06-06-16,26254,25919,26254,25919,8.60K,0.64%
07-06-16,26504,26086,26504,25835,217.75K,0.95%
08-06-16,26421,26755,26755,26254,25.08K,-0.31%
09-06-16,26170,26755,26755,26003,9.80K,-0.95%
10-06-16,26254,26170,26337,26086,10.20K,0.32%
13-06-16,26254,26672,26672,25919,14.63K,0.00%
14-06-16,26170,26003,26254,25919,10.60K,-0.32%
15-06-16,26170,26003,26170,25919,35.35K,0.00%
16-06-16,25919,25919,26337,25835,85.26K,-0.96%
17-06-16,25501,25083,25919,25083,69.25K,-1.61%
20-06-16,25501,25083,26337,25083,2.91K,0.00%
21-06-16,25083,25501,25585,25083,54.50K,-1.64%
22-06-16,24749,24665,25334,24665,11.20K,-1.33%
23-06-16,25083,24665,25083,24665,23.01K,1.35%
24-06-16,24665,24832,24832,22575,33.26K,-1.67%
27-06-16,24832,24665,25083,24247,18.20K,0.68%
28-06-16,25083,24999,25083,24999,25.30K,1.01%
29-06-16,25585,25334,25585,25083,15.10K,2.00%
30-06-16,25585,25668,25668,24999,8.40K,0.00%
01-07-16,25501,25083,25585,25083,37.48K,-0.33%
04-07-16,25501,25501,25501,25501,44.49K,0.00%
05-07-16,25501,25501,25501,25501,41.70K,0.00%
06-07-16,25668,25501,26170,25501,65.20K,0.65%
07-07-16,26170,25668,26170,25585,75.82K,1.96%
08-07-16,26337,26170,26337,26003,86.30K,0.64%
11-07-16,26086,26504,26504,26086,68.80K,-0.95%
12-07-16,26086,25167,26086,25083,8.13K,0.00%
13-07-16,25835,25835,25919,25752,1.30K,-0.96%
14-07-16,26254,25167,26337,24665,40.20K,1.62%
15-07-16,26254,25919,26421,25919,13.73K,0.00%
18-07-16,25919,26337,26337,25919,26.70K,-1.28%
19-07-16,25585,25334,25585,25334,2.84K,-1.29%
20-07-16,25585,25501,25585,25167,3.10K,0.00%
21-07-16,25501,25585,25585,25501,1.12K,-0.33%
22-07-16,25083,25083,25083,24916,24.00K,-1.64%
25-07-16,24665,24749,24749,24665,9.15K,-1.67%
26-07-16,24581,24330,24581,24330,4.30K,-0.34%
27-07-16,24916,24916,24999,24832,3.93K,1.36%
28-07-16,24832,24665,24832,24581,2.70K,-0.34%
29-07-16,24581,24414,24749,24163,57.30K,-1.01%
01-08-16,24247,23996,24247,23996,7.80K,-1.36%
02-08-16,23578,23912,24247,23494,31.37K,-2.76%
03-08-16,22742,23411,24414,22742,51.31K,-3.55%
04-08-16,23578,22993,23578,22993,10.20K,3.68%
05-08-16,23076,23411,23411,23076,5.21K,-2.13%
08-08-16,23829,23494,23829,23494,69.40K,3.26%
09-08-16,23829,23745,24163,23076,71.22K,0.00%
10-08-16,23829,23411,23829,23244,36.81K,0.00%
11-08-16,23076,23662,23745,23076,22.20K,-3.16%
12-08-16,23327,23076,23327,22993,11.12K,1.09%
15-08-16,23076,23327,23327,22993,17.55K,-1.08%
16-08-16,22826,23076,23076,22742,32.80K,-1.08%
17-08-16,22909,22909,22909,22826,20.40K,0.36%
18-08-16,22658,22993,22993,22575,49.85K,-1.10%
19-08-16,22407,22658,22658,22407,43.70K,-1.11%
22-08-16,22909,22240,22909,22157,15.75K,2.24%
23-08-16,22575,22324,22575,22240,51.90K,-1.46%
24-08-16,22324,22575,22575,22324,5.00K,-1.11%
25-08-16,22993,22324,22993,22324,73.22K,3.00%
26-08-16,23829,22909,23829,22407,119.40K,3.64%
29-08-16,23076,23829,23829,23076,2.01K,-3.16%
30-08-16,23327,22575,23829,22575,5.41K,1.09%
31-08-16,24163,23327,24247,23327,200.91K,3.58%
01-09-16,24080,24080,24080,24080,0.28K,-0.34%
05-09-16,23745,24247,24247,23578,6.27K,-1.39%
06-09-16,23578,23662,23662,23411,7.00K,-0.70%
07-09-16,23160,23411,23411,22993,4.33K,-1.77%
08-09-16,24832,22575,25417,22575,24.93K,7.22%
09-09-16,24247,23578,24832,23578,10.80K,-2.36%
12-09-16,23912,23662,23912,23411,1.45K,-1.38%
13-09-16,22993,23411,23662,22993,10.60K,-3.84%
14-09-16,23578,23578,23578,23411,6.35K,2.54%
15-09-16,23578,23411,23745,23244,1.53K,0.00%
16-09-16,23494,23244,23494,23244,1.14K,-0.36%
19-09-16,23160,23327,23411,22993,2.02K,-1.42%
20-09-16,23411,23076,23745,22993,46.44K,1.08%
21-09-16,23411,23829,23829,22993,1.00K,0.00%
22-09-16,23327,23327,23327,23244,3.00K,-0.36%
23-09-16,22993,22993,23160,22826,40.50K,-1.43%
26-09-16,22909,22993,22993,22826,25.15K,-0.37%
27-09-16,22826,22909,22909,22742,6.60K,-0.36%
28-09-16,22909,22826,22993,22742,9.69K,0.36%
29-09-16,23160,22993,23411,22993,28.93K,1.10%
30-09-16,23411,23244,23662,23076,35.42K,1.08%
03-10-16,23411,23160,23411,22993,163.72K,0.00%
04-10-16,23327,23411,23578,23327,10.00K,-0.36%
05-10-16,23745,22993,23745,22993,22.05K,1.79%
06-10-16,23662,23662,23745,23662,39.70K,-0.35%
07-10-16,23996,23662,23996,23662,59.85K,1.41%
10-10-16,24163,23996,24414,23662,234.91K,0.70%
11-10-16,23996,24247,24247,23912,3.30K,-0.69%
12-10-16,23829,23996,24080,23829,4.87K,-0.70%
13-10-16,23829,23578,23996,23578,16.15K,0.00%
14-10-16,23745,23494,23745,23494,9.49K,-0.35%
17-10-16,23912,23244,24080,23244,12.51K,0.70%
18-10-16,23578,23411,23912,23411,19.56K,-1.40%
19-10-16,23829,23829,23829,23829,10.70K,1.06%
20-10-16,24163,24247,24247,24163,12.54K,1.40%
21-10-16,23662,23829,23829,23662,1.44K,-2.07%
24-10-16,23829,23996,24163,23829,14.68K,0.71%
25-10-16,24163,23578,24247,23578,104.00K,1.40%
26-10-16,24163,23912,24163,23411,4.73K,0.00%
27-10-16,24163,23745,24163,23244,31.50K,0.00%
28-10-16,23578,23578,23578,23578,0.50K,-2.42%
31-10-16,22742,23076,23244,22658,18.70K,-3.55%
01-11-16,22742,22826,23160,22742,2.47K,0.00%
02-11-16,23160,22742,23160,22742,2.50K,1.84%
03-11-16,22993,22658,22993,22658,2.10K,-0.72%
04-11-16,23076,22658,23076,22658,0.80K,0.36%
07-11-16,22993,22658,22993,22575,5.50K,-0.36%
08-11-16,22909,22993,22993,22909,1.20K,-0.37%
09-11-16,22909,22658,22909,22491,5.30K,0.00%
10-11-16,22993,23578,23578,22575,5.21K,0.37%
11-11-16,23076,22993,23327,22993,18.00K,0.36%
14-11-16,22826,22575,22826,22575,64.88K,-1.08%
15-11-16,22826,23076,23076,22742,11.29K,0.00%
16-11-16,22993,22826,23076,22575,111.12K,0.73%
17-11-16,23160,22993,23160,22993,40.90K,0.73%
18-11-16,22909,23160,23160,22324,9.18K,-1.08%
21-11-16,22826,22157,22909,22157,1.26K,-0.36%
22-11-16,22826,22575,22909,22240,13.16K,0.00%
23-11-16,23160,22575,25083,22575,76.20K,1.46%
25-11-16,23160,23160,23160,23160,1.02K,0.00%
28-11-16,22826,22575,23327,22575,16.06K,-1.44%
29-11-16,22993,22993,22993,22993,0.23K,0.73%
30-11-16,22993,22575,22993,22575,4.50K,0.00%
01-12-16,22909,22993,22993,22658,3.69K,-0.37%
02-12-16,23160,22658,23160,22658,33.45K,1.10%
05-12-16,22993,22993,22993,22993,1.87K,-0.72%
06-12-16,22742,22909,22909,22742,0.51K,-1.09%
07-12-16,22575,22575,22993,22157,9.28K,-0.73%
08-12-16,22658,22157,22658,22157,5.28K,0.37%
09-12-16,22909,23160,23160,22658,2.10K,1.11%
12-12-16,22909,22909,22909,22909,0.01K,0.00%
13-12-16,22742,22575,22909,22575,1.10K,-0.73%
14-12-16,22575,22575,22575,22240,2.00K,-0.73%
15-12-16,22993,22993,22993,22993,0.10K,1.85%
16-12-16,22742,22575,22826,22575,1.21K,-1.09%
19-12-16,22240,22240,22742,22240,8.30K,-2.21%
20-12-16,22491,23411,23411,21739,27.47K,1.13%
21-12-16,22240,22575,22575,21989,1.51K,-1.12%
22-12-16,22324,22240,22324,21906,1.02K,0.38%
23-12-16,22407,22324,22407,22324,2.20K,0.37%
26-12-16,22157,22073,22157,22073,1.40K,-1.12%
27-12-16,21906,21906,22157,21739,3.50K,-1.13%
28-12-16,21906,22407,22407,21906,1.38K,0.00%
29-12-16,22324,21822,22324,21822,2.05K,1.91%
30-12-16,23076,21739,23411,20902,8.40K,3.37%
03-01-17,22324,22240,22575,22157,2.46K,-3.26%
04-01-17,22157,22324,22324,22157,0.66K,-0.75%
05-01-17,22157,21739,22157,21739,1.50K,0.00%
06-01-17,21906,21739,22575,21739,2.21K,-1.13%
09-01-17,21739,22575,22575,21739,1.11K,-0.76%
10-01-17,21655,21739,21906,21655,1.21K,-0.39%
11-01-17,20986,21153,21822,20986,3.41K,-3.09%
12-01-17,22324,21321,22324,21153,9.93K,6.38%
13-01-17,22324,22324,22324,22324,-,0.00%
16-01-17,22491,21404,22742,21404,2.40K,0.75%
17-01-17,22491,22491,22491,22491,0.06K,0.00%
18-01-17,20902,22407,22407,20902,3.72K,-7.07%
19-01-17,22575,22575,22575,22575,0.10K,8.00%
23-01-17,21739,20902,21739,20902,1.81K,-3.70%
24-01-17,21655,21070,21655,21070,0.30K,-0.39%
25-01-17,22407,21822,22575,21822,1.61K,3.47%
02-02-17,24247,24247,24247,24247,0.10K,8.21%
03-02-17,22993,22993,22993,22993,0.10K,-5.17%
06-02-17,22658,21739,22658,21739,0.22K,-1.46%
07-02-17,22742,22993,22993,22742,0.20K,0.37%
08-02-17,22575,21822,22575,21822,26.72K,-0.73%
09-02-17,22575,22491,22575,22491,74.34K,0.00%
10-02-17,22658,22575,22658,22575,25.20K,0.37%
13-02-17,22658,22575,22742,22575,5.70K,0.00%
14-02-17,22742,23411,23411,22575,26.62K,0.37%
15-02-17,22993,22742,22993,22575,82.44K,1.10%
16-02-17,22575,23411,23411,22575,5.50K,-1.82%
17-02-17,23578,22575,23578,22575,140.41K,4.44%
20-02-17,24498,23996,24498,23411,131.66K,3.90%
21-02-17,24916,24749,25919,24414,24.09K,1.71%
22-02-17,24581,24498,24916,24498,22.21K,-1.34%
23-02-17,23996,24080,24414,23996,29.10K,-2.38%
24-02-17,24414,25083,25919,23829,11.14K,1.74%
27-02-17,24247,24916,24916,24080,16.74K,-0.68%
28-02-17,24080,24080,24080,23829,25.19K,-0.69%
01-03-17,24080,23662,24080,23494,25.43K,0.00%
02-03-17,23912,23745,23912,23411,7.70K,-0.70%
03-03-17,23912,23411,24080,23411,8.14K,0.00%
06-03-17,23662,23494,23662,23411,17.95K,-1.05%
07-03-17,23745,23662,23745,23411,3.73K,0.35%
08-03-17,24080,24247,24247,23745,3.48K,1.41%
09-03-17,23494,23578,24163,23411,2.70K,-2.43%
10-03-17,23494,23494,23745,23327,13.40K,0.00%
13-03-17,23411,23411,23578,23411,4.50K,-0.35%
14-03-17,23494,23912,23912,23411,3.04K,0.35%
15-03-17,22993,23578,23578,22993,21.90K,-2.13%
16-03-17,23327,23494,23494,22909,21.11K,1.45%
17-03-17,25501,23160,25501,23160,13.78K,9.32%
20-03-17,24330,23494,24414,23494,1.92K,-4.59%
21-03-17,23829,24247,24247,23411,63.25K,-2.06%
22-03-17,23996,24330,24330,23411,5.64K,0.70%
23-03-17,23494,23494,23996,23494,2.90K,-2.09%
24-03-17,24665,24247,24665,23494,235.10K,4.98%
27-03-17,24665,24330,24665,24330,3.31K,0.00%
28-03-17,24247,24247,24247,24247,0.20K,-1.69%
29-03-17,24665,24665,24665,24665,0.10K,1.72%
30-03-17,24247,23662,24330,23662,11.04K,-1.69%
31-03-17,23494,24665,24665,23494,20.51K,-3.11%
03-04-17,24247,24665,24665,24247,0.40K,3.21%
04-04-17,24247,23578,24247,23578,1.24K,0.00%
05-04-17,24080,23745,24080,23578,1.20K,-0.69%
07-04-17,24665,24665,24665,24665,0.16K,2.43%
10-04-17,23996,23662,23996,23494,3.82K,-2.71%
11-04-17,24163,23662,24247,23411,3.00K,0.70%
12-04-17,23578,24414,24414,23494,3.50K,-2.42%
13-04-17,24163,24247,24247,24163,0.39K,2.48%
14-04-17,23745,24247,24247,23411,7.10K,-1.73%
17-04-17,23662,24247,24247,23662,4.73K,-0.35%
18-04-17,23662,23494,24247,23494,12.14K,0.00%
19-04-17,23829,24163,24163,23662,15.86K,0.71%
20-04-17,23829,24080,24080,23829,1.61K,0.00%
21-04-17,23411,23829,23829,23411,25.14K,-1.75%
24-04-17,23662,24080,24080,23411,9.99K,1.07%
25-04-17,23327,23411,23912,23327,3.64K,-1.42%
26-04-17,23494,23912,23912,23411,8.20K,0.72%
27-04-17,23411,23327,23829,23327,3.59K,-0.35%
28-04-17,23745,23912,23912,23244,7.80K,1.43%
03-05-17,23996,23996,23996,23996,0.10K,1.06%
04-05-17,23494,23745,23745,22909,10.10K,-2.09%
05-05-17,23662,23829,24080,23662,0.30K,0.72%
08-05-17,23745,23411,23745,23411,1.40K,0.35%
09-05-17,23411,23578,23578,23411,14.03K,-1.41%
10-05-17,23411,23411,23578,23411,17.29K,0.00%
11-05-17,23411,23411,23411,23411,9.80K,0.00%
12-05-17,24247,23411,24247,23411,78.20K,3.57%
15-05-17,24247,24665,24665,23996,18.83K,0.00%
16-05-17,24498,24247,24665,23996,1.91K,1.04%
17-05-17,23912,23912,24414,23912,3.42K,-2.39%
18-05-17,23578,24498,24498,23578,19.60K,-1.40%
19-05-17,23662,24163,24163,23578,26.10K,0.36%
22-05-17,23662,24080,24080,23662,10.91K,0.00%
23-05-17,24247,24247,24247,23662,8.91K,2.47%
24-05-17,23829,23745,23829,23745,1.64K,-1.72%
25-05-17,23829,24163,24163,23829,3.13K,0.00%
26-05-17,23996,23829,23996,23829,0.62K,0.70%
29-05-17,23912,23745,23912,23745,1.32K,-0.35%
30-05-17,24163,23912,24163,23912,11.43K,1.05%
31-05-17,24247,24665,24665,24163,14.20K,0.35%
01-06-17,25083,24581,25417,24414,85.70K,3.45%
02-06-17,25752,25250,25919,25083,33.60K,2.67%
05-06-17,25752,25919,26254,25083,2.52K,0.00%
06-06-17,25334,25668,25668,24581,30.20K,-1.62%
07-06-17,25083,25334,25334,24665,4.00K,-0.99%
08-06-17,24916,24581,25083,24581,6.74K,-0.67%
09-06-17,24916,24916,24916,24916,8.02K,0.00%
12-06-17,24832,25417,25417,24832,6.70K,-0.34%
13-06-17,24999,25334,25334,24749,22.14K,0.67%
14-06-17,24665,24999,24999,24665,14.30K,-1.34%
15-06-17,25113,25203,26010,25024,10.86K,1.82%
16-06-17,24934,25113,25203,24216,18.79K,-0.71%
19-06-17,25113,26907,26907,24665,9.77K,0.72%
20-06-17,25562,26010,26907,24396,5.74K,1.79%
21-06-17,25562,25921,25921,24755,0.64K,0.00%
22-06-17,25382,25562,25652,25382,3.91K,-0.70%
23-06-17,24755,25562,25562,24755,6.48K,-2.47%
26-06-17,25113,25113,25113,24755,6.52K,1.45%
27-06-17,25024,24755,25113,24665,12.26K,-0.35%
28-06-17,25113,25562,26459,24665,6.33K,0.36%
29-06-17,25113,24665,25113,24665,4.79K,0.00%
30-06-17,25024,25113,25562,24665,7.59K,-0.35%
03-07-17,24575,24306,25203,24306,9.91K,-1.79%
04-07-17,24755,25113,25113,24486,16.50K,0.73%
05-07-17,24665,25024,25113,24665,22.60K,-0.36%
06-07-17,24844,24844,24844,24755,3.11K,0.73%
07-07-17,25113,25113,25113,25113,0.64K,1.08%
10-07-17,24216,24844,24844,24216,27.90K,-3.57%
11-07-17,24575,25024,25113,24575,10.10K,1.48%
12-07-17,24844,25203,25203,24665,16.11K,1.09%
13-07-17,25024,24844,25024,24844,3.10K,0.72%
14-07-17,24844,24665,24844,24575,7.00K,-0.72%
