Date,Close,Open,High,Low,Order matchings,% Change
05-08-21,31600,30300,32000,30000,808.17K,3.61%
06-08-21,30700,31600,32200,30700,1.31M,-2.85%
09-08-21,33500,30800,33500,30300,1.91M,9.12%
10-08-21,34000,36800,36800,33400,952.87K,1.49%
11-08-21,33800,33500,34500,33500,860.04K,-0.59%
12-08-21,35500,33500,36700,33500,1.68M,5.03%
13-08-21,36200,35000,36200,33800,1.51M,1.97%
16-08-21,36200,36200,37200,35800,1.11M,0.00%
17-08-21,35000,36200,36200,34000,928.38K,-3.31%
18-08-21,35700,34800,36400,34700,639.39K,2.00%
19-08-21,37000,35700,37600,35400,1.06M,3.64%
20-08-21,35000,36900,36900,34000,1.19M,-5.41%
23-08-21,34500,35000,35900,34500,899.73K,-1.43%
24-08-21,32600,34600,35200,31900,1.52M,-5.51%
25-08-21,33000,33600,33600,31800,794.71K,1.23%
26-08-21,34400,33100,35500,33100,768.84K,4.24%
27-08-21,37800,34200,37800,33900,2.47M,9.88%
30-08-21,39000,38900,40900,38300,1.49M,3.17%
31-08-21,38800,39000,39700,38500,913.51K,-0.51%
01-09-21,40500,38700,40800,38300,1.40M,4.38%
06-09-21,39600,40500,40800,39500,996.83K,-2.22%
07-09-21,39300,38600,41000,37500,1.10M,-0.76%
08-09-21,39500,39300,40400,39000,742.02K,0.51%
09-09-21,40900,40000,41600,39500,952.83K,3.54%
10-09-21,40200,41000,41000,40000,548.16K,-1.71%
13-09-21,39000,40200,40300,38900,860.02K,-2.99%
14-09-21,38400,39000,39800,38000,805.35K,-1.54%
15-09-21,40700,38500,41000,38400,1.16M,5.99%
16-09-21,41900,40700,42700,40400,1.24M,2.95%
17-09-21,41600,41900,42300,41600,642.93K,-0.72%
20-09-21,39600,41600,41600,39000,1.44M,-4.81%
21-09-21,40000,39500,40500,38400,1.15M,1.01%
22-09-21,40700,39800,41500,39100,711.08K,1.75%
23-09-21,40300,40700,41400,39500,642.48K,-0.98%
24-09-21,38800,40200,40300,38800,663.08K,-3.72%
27-09-21,35700,38900,39200,35700,1.13M,-7.99%
28-09-21,38000,35000,38000,33900,774.78K,6.44%
29-09-21,40000,38100,40500,38000,1.06M,5.26%
30-09-21,39600,40300,40300,39400,390.07K,-1.00%
01-10-21,39300,39400,40300,38900,697.86K,-0.76%
04-10-21,41800,39300,43200,39000,1.72M,6.36%
05-10-21,41300,41800,42500,41000,537.90K,-1.20%
06-10-21,42800,41300,43000,41000,1.08M,3.63%
07-10-21,42600,42800,43200,42000,738.79K,-0.47%
08-10-21,42000,42600,43200,42000,445.55K,-1.41%
11-10-21,41000,42100,42400,41000,1.10M,-2.38%
12-10-21,41000,41200,41900,40700,801.75K,0.00%
13-10-21,40600,41900,41900,40600,493.40K,-0.98%
14-10-21,41000,41000,42100,40700,712.03K,0.99%
15-10-21,40700,41800,41800,40600,653.66K,-0.73%
18-10-21,40700,40800,41500,40600,574.90K,0.00%
19-10-21,40500,40700,41300,40500,424.65K,-0.49%
20-10-21,39800,40500,40900,38800,660.31K,-1.73%
21-10-21,40800,39800,40800,39500,496.83K,2.51%
22-10-21,42100,40800,42500,40700,1.31M,3.19%
25-10-21,42300,42100,43500,42000,1.02M,0.48%
26-10-21,42000,42300,42300,41200,421.93K,-0.71%
27-10-21,45200,42200,45200,42200,2.00M,7.62%
28-10-21,45000,45200,46000,44400,484.09K,-0.44%
29-10-21,45800,44700,47000,44200,748.71K,1.78%
01-11-21,44300,45500,45500,43400,1.68M,-3.28%
02-11-21,45000,44100,45800,43800,687.23K,1.58%
03-11-21,42400,45300,45300,42400,1.20M,-5.78%
04-11-21,42600,41000,43200,41000,625.15K,0.47%
05-11-21,42600,43000,43500,42200,430.14K,0.00%
08-11-21,43200,42600,43600,42100,792.06K,1.41%
09-11-21,42700,43000,43200,42500,535.65K,-1.16%
10-11-21,44100,42700,44900,42500,803.57K,3.28%
11-11-21,43500,44100,44900,43000,565.78K,-1.36%
12-11-21,44200,43500,44900,43200,976.94K,1.61%
15-11-21,47000,44200,47500,43700,2.34M,6.33%
16-11-21,46200,47000,47300,45000,603.63K,-1.70%
17-11-21,46800,46200,47900,45300,966.02K,1.30%
18-11-21,46100,46900,47000,45800,715.95K,-1.50%
19-11-21,43000,46100,46800,42500,1.20M,-6.72%
22-11-21,39000,42700,43000,39000,1.19M,-9.30%
23-11-21,40000,39300,41000,38000,382.71K,2.56%
24-11-21,40600,40500,41900,40400,430.50K,1.50%
25-11-21,41200,40600,41500,40200,380.55K,1.48%
26-11-21,42200,41000,42900,40600,604.45K,2.43%
29-11-21,42600,42000,43500,41200,503.64K,0.95%
30-11-21,42600,42200,43500,42200,495.93K,0.00%
01-12-21,42500,42500,42600,41700,313.63K,-0.23%
02-12-21,42600,42500,43300,42000,371.21K,0.24%
03-12-21,40600,42400,42900,40000,620.83K,-4.69%
06-12-21,39500,40600,44000,39500,420.80K,-2.71%
07-12-21,40600,41000,41000,39800,258.91K,2.78%
08-12-21,41000,40800,41700,40600,245.81K,0.99%
09-12-21,42000,41000,42300,40000,291.59K,2.44%
10-12-21,42400,42200,43000,41700,270.11K,0.95%
13-12-21,44600,42400,45000,42400,1.38M,5.19%
14-12-21,44000,44600,44600,43500,429.16K,-1.35%
15-12-21,43200,44000,44500,42800,413.91K,-1.82%
16-12-21,42700,42900,43400,42100,486.97K,-1.16%
17-12-21,41500,42700,43200,41500,654.40K,-2.81%
20-12-21,41000,43400,43400,40800,400.50K,-1.20%
21-12-21,41800,41100,42400,40600,399.87K,1.95%
22-12-21,41000,41800,42500,40800,366.60K,-1.91%
23-12-21,40200,41300,41500,39500,483.59K,-1.95%
24-12-21,40100,40200,40900,40000,415.03K,-0.25%
27-12-21,41400,40200,41500,40000,262.77K,3.24%
28-12-21,41900,41500,43000,40700,522.89K,1.21%
29-12-21,41500,42400,42400,41000,286.44K,-0.95%
30-12-21,42200,41500,42600,41500,300.60K,1.69%
31-12-21,41400,42200,42800,41200,230.14K,-1.90%
04-01-22,44500,42000,45000,41800,1.63M,7.49%
05-01-22,44700,44500,46000,44300,789.60K,0.45%
06-01-22,43500,44500,44500,43400,584.48K,-2.68%
07-01-22,44700,43500,45200,42600,1.19M,2.76%
10-01-22,48000,45000,49100,44700,2.28M,7.38%
11-01-22,50800,49000,52500,47800,1.37M,5.83%
12-01-22,50000,50800,53000,47900,1.41M,-1.57%
13-01-22,45000,50000,51000,45000,1.40M,-10.00%
14-01-22,49500,45000,49500,43600,1.06M,10.00%
17-01-22,45000,49700,52500,45000,1.31M,-9.09%
18-01-22,46500,45000,47500,44800,884.94K,3.33%
19-01-22,48900,46500,49200,45500,564.56K,5.16%
20-01-22,49300,49800,51000,47500,633.93K,0.82%
21-01-22,49700,49200,51300,48000,792.32K,0.81%
24-01-22,46600,49800,50200,46600,1.12M,-6.24%
25-01-22,47800,46500,48000,46000,430.11K,2.58%
26-01-22,45300,47800,48900,45100,672.91K,-5.23%
27-01-22,40800,45300,45600,40800,2.52M,-9.93%
28-01-22,40300,40800,41700,38000,811.50K,-1.23%
07-02-22,42000,40500,42500,40300,380.24K,4.22%
08-02-22,41500,42000,42000,40900,500.81K,-1.19%
09-02-22,42500,41500,43100,41500,574.66K,2.41%
10-02-22,42500,42800,43400,42300,371.27K,0.00%
11-02-22,43000,42500,43000,41800,507.60K,1.18%
14-02-22,42200,43000,44000,41800,545.10K,-1.86%
15-02-22,42300,42200,42800,41800,229.11K,0.24%
16-02-22,43500,42300,43500,41900,567.75K,2.84%
17-02-22,44000,43000,44500,43000,522.04K,1.15%
18-02-22,44600,44000,44600,43500,483.81K,1.36%
21-02-22,45300,44600,45700,44100,614.74K,1.57%
22-02-22,44500,45300,45300,43200,664.54K,-1.77%
23-02-22,45300,44500,45700,44200,601.96K,1.80%
24-02-22,45000,45500,46200,43800,875.60K,-0.66%
25-02-22,44800,45000,45600,44600,526.34K,-0.44%
28-02-22,46600,44800,47300,44000,849.52K,4.02%
01-03-22,46700,46700,47000,45600,399.60K,0.21%
02-03-22,46800,46700,47500,46000,749.36K,0.21%
03-03-22,48000,46700,48200,46300,860.52K,2.56%
04-03-22,47600,48000,48600,47600,524.03K,-0.83%
07-03-22,48700,47600,49300,47000,858.61K,2.31%
08-03-22,45600,48700,48700,45600,781.97K,-6.37%
09-03-22,46100,45600,46600,44800,699.84K,1.10%
10-03-22,45800,45500,46500,43500,475.17K,-0.65%
11-03-22,47000,45500,47700,45000,1.08M,2.62%
14-03-22,45700,47000,48000,45700,528.67K,-2.77%
15-03-22,46400,45200,47600,45000,679.53K,1.53%
16-03-22,46400,46400,47100,46000,270.01K,0.00%
17-03-22,46100,46400,47500,45900,439.05K,-0.65%
18-03-22,46500,46300,47400,46100,677.18K,0.87%
21-03-22,48500,46500,49800,46500,1.73M,4.30%
22-03-22,48500,48400,48600,47800,429.05K,0.00%
23-03-22,48600,48500,49700,47800,734.99K,0.21%
24-03-22,48600,48500,49200,47800,620.25K,0.00%
25-03-22,49800,48500,50500,48500,1.16M,2.47%
28-03-22,50000,50000,50300,48500,664.30K,0.40%
29-03-22,51200,50000,51800,49800,1.09M,2.40%
30-03-22,50000,51200,51700,46500,1.03M,-2.34%
31-03-22,48200,50000,50400,48200,470.42K,-3.60%
01-04-22,46700,48200,48200,46700,992.47K,-3.11%
04-04-22,47300,47100,47800,46700,361.90K,1.28%
05-04-22,49000,48400,49000,47200,428.10K,3.59%
06-04-22,49200,49000,49700,48000,598.75K,0.41%
07-04-22,48400,49200,49900,47900,492.51K,-1.63%
08-04-22,46700,47900,48800,46500,489.13K,-3.51%
12-04-22,43000,46700,47300,43000,444.12K,-7.92%
13-04-22,44500,42000,44500,41500,479.39K,3.49%
14-04-22,45000,44800,45000,44100,287.21K,1.12%
15-04-22,43900,44500,45500,43800,419.43K,-2.44%
18-04-22,39700,43600,43800,39600,744.56K,-9.57%
19-04-22,36600,39700,40900,36000,476.68K,-7.81%
20-04-22,34100,36600,37000,34100,533.10K,-6.83%
21-04-22,34400,34100,34500,31500,499.92K,0.88%
22-04-22,34400,34500,35500,33200,357.91K,0.00%
25-04-22,31000,34400,34800,31000,482.92K,-9.88%
26-04-22,31100,30900,31100,28000,328.41K,0.32%
27-04-22,33500,31500,33500,31000,192.70K,7.72%
28-04-22,33600,33400,34100,33000,278.21K,0.30%
29-04-22,34000,33500,34200,33500,295.13K,1.19%
04-05-22,36200,34000,36700,34000,456.62K,6.47%
05-05-22,36000,36200,36800,34100,290.70K,-0.55%
06-05-22,34000,35800,35800,34000,219.24K,-5.56%
09-05-22,30600,33000,33800,30600,538.91K,-10.00%
10-05-22,32000,28500,32000,28000,283.40K,4.58%
11-05-22,32600,32500,32900,31700,114.10K,1.88%
12-05-22,30100,32600,32700,30000,209.20K,-7.67%
13-05-22,27100,30100,30900,27100,514.40K,-9.97%
16-05-22,26800,24400,29000,24400,314.26K,-1.11%
17-05-22,29400,24200,29400,24200,224.80K,9.70%
18-05-22,30300,30000,30800,29800,159.64K,3.06%
19-05-22,30300,30000,30600,28800,186.54K,0.00%
20-05-22,30400,30300,31000,30100,227.10K,0.33%
23-05-22,30400,30400,31100,29800,338.81K,0.00%
24-05-22,30800,30000,30800,29000,157.42K,1.32%
25-05-22,33000,31000,33000,30900,315.10K,7.14%
26-05-22,33200,33000,33600,32800,464.56K,0.61%
27-05-22,33200,33300,33400,32800,365.81K,0.00%
30-05-22,33300,32800,33700,32800,279.37K,0.30%
31-05-22,33900,33300,34800,33000,470.94K,1.80%
01-06-22,32000,35000,35000,31600,285.90K,-5.60%
02-06-22,31600,32000,32000,30500,370.00K,-1.25%
03-06-22,30400,31000,31500,30400,289.70K,-3.80%
06-06-22,29800,30400,31000,29800,334.23K,-1.97%
07-06-22,29900,30000,30200,28800,438.22K,0.34%
08-06-22,31200,30100,31400,30100,513.54K,4.35%
09-06-22,31200,31100,31400,30800,174.20K,0.00%
10-06-22,30500,31000,32400,30500,501.54K,-2.24%
13-06-22,27500,30500,30500,27500,515.86K,-9.84%
14-06-22,27300,27500,28200,26900,256.20K,-0.73%
15-06-22,25600,27400,27500,25200,354.80K,-6.23%
16-06-22,26000,25600,27300,25600,270.81K,1.56%
17-06-22,24300,25000,25500,24100,175.95K,-6.54%
